"","Num_ID","Slide_code","Site","Season","Family","Abundance_200","Abundance_50","Date_pollen","Count_scaled"
"35","J.34","J-195","JAM","early/mid","Adoxaceae",3,3,2024-11-07,0
"36","J.34","J-195","JAM","early/mid","Amaryllidaceae",1,0,2024-11-07,0
"37","J.34","J-195","JAM","early/mid","Asteraceae",5,5,2024-11-07,0
"38","J.34","J-195","JAM","early/mid","Brassicaceae",5,5,2024-11-07,0
"39","J.34","J-195","JAM","early/mid","Caprifoliaceae",2,3,2024-11-07,0
"40","J.34","J-195","JAM","early/mid","Caryophyllaceae",5,4,2024-11-07,0
"41","J.34","J-195","JAM","early/mid","Ericaceae",3,0,2024-11-07,0
"42","J.34","J-195","JAM","early/mid","Iridaceae",3,0,2024-11-07,0
"43","J.34","J-195","JAM","early/mid","Myrtaceae",3,2,2024-11-07,0
"44","J.34","J-195","JAM","early/mid","Plantaginaceae",5,5,2024-11-07,0
"45","J.34","J-195","JAM","early/mid","Polygonaceae",1,0,2024-11-07,0
"46","J.34","J-195","JAM","early/mid","Primulaceae",2,2,2024-11-07,0
"47","J.34","J-195","JAM","early/mid","Ranunculaceae",5,5,2024-11-07,300
"48","J.34","J-195","JAM","early/mid","Rosaceae",4,3,2024-11-07,0
"49","J.34","J-195","JAM","early/mid","Solanaceae",1,1,2024-11-07,0
"50","J.34","J-195","JAM","early/mid","Argophyllaceae",3,2,2024-11-07,0
"51","J.34","J-195","JAM","early/mid","Gramineae",0,0,2024-11-07,0
"52","J.2","J-202","JAM","early/mid","Adoxaceae",3,3,2024-11-07,0
"53","J.2","J-202","JAM","early/mid","Amaryllidaceae",1,0,2024-11-07,0
"54","J.2","J-202","JAM","early/mid","Asteraceae",5,5,2024-11-07,0
"55","J.2","J-202","JAM","early/mid","Brassicaceae",5,5,2024-11-07,0
"56","J.2","J-202","JAM","early/mid","Caprifoliaceae",2,3,2024-11-07,0
"57","J.2","J-202","JAM","early/mid","Caryophyllaceae",5,4,2024-11-07,0
"58","J.2","J-202","JAM","early/mid","Ericaceae",3,0,2024-11-07,0
"59","J.2","J-202","JAM","early/mid","Iridaceae",3,0,2024-11-07,0
"60","J.2","J-202","JAM","early/mid","Myrtaceae",3,2,2024-11-07,0
"61","J.2","J-202","JAM","early/mid","Plantaginaceae",5,5,2024-11-07,0
"62","J.2","J-202","JAM","early/mid","Polygonaceae",1,0,2024-11-07,0
"63","J.2","J-202","JAM","early/mid","Primulaceae",2,2,2024-11-07,0
"64","J.2","J-202","JAM","early/mid","Ranunculaceae",5,5,2024-11-07,0
"65","J.2","J-202","JAM","early/mid","Rosaceae",4,3,2024-11-07,0
"66","J.2","J-202","JAM","early/mid","Solanaceae",1,1,2024-11-07,0
"67","J.2","J-202","JAM","early/mid","Argophyllaceae",3,2,2024-11-07,300
"68","J.2","J-202","JAM","early/mid","Gramineae",0,0,2024-11-07,0
"69","J.38","J-221","JAM","early/mid","Adoxaceae",3,3,2024-11-07,0
"70","J.38","J-221","JAM","early/mid","Amaryllidaceae",1,0,2024-11-07,0
"71","J.38","J-221","JAM","early/mid","Asteraceae",5,5,2024-11-07,300
"72","J.38","J-221","JAM","early/mid","Brassicaceae",5,5,2024-11-07,0
"73","J.38","J-221","JAM","early/mid","Caprifoliaceae",2,3,2024-11-07,0
"74","J.38","J-221","JAM","early/mid","Caryophyllaceae",5,4,2024-11-07,0
"75","J.38","J-221","JAM","early/mid","Ericaceae",3,0,2024-11-07,0
"76","J.38","J-221","JAM","early/mid","Iridaceae",3,0,2024-11-07,0
"77","J.38","J-221","JAM","early/mid","Myrtaceae",3,2,2024-11-07,0
"78","J.38","J-221","JAM","early/mid","Plantaginaceae",5,5,2024-11-07,0
"79","J.38","J-221","JAM","early/mid","Polygonaceae",1,0,2024-11-07,0
"80","J.38","J-221","JAM","early/mid","Primulaceae",2,2,2024-11-07,0
"81","J.38","J-221","JAM","early/mid","Ranunculaceae",5,5,2024-11-07,0
"82","J.38","J-221","JAM","early/mid","Rosaceae",4,3,2024-11-07,0
"83","J.38","J-221","JAM","early/mid","Solanaceae",1,1,2024-11-07,0
"84","J.38","J-221","JAM","early/mid","Argophyllaceae",3,2,2024-11-07,0
"85","J.38","J-221","JAM","early/mid","Gramineae",0,0,2024-11-07,0
"86","J.36","J-265","JAM","early/mid","Adoxaceae",3,3,2024-11-07,0
"87","J.36","J-265","JAM","early/mid","Amaryllidaceae",1,0,2024-11-07,0
"88","J.36","J-265","JAM","early/mid","Asteraceae",5,5,2024-11-07,0
"89","J.36","J-265","JAM","early/mid","Brassicaceae",5,5,2024-11-07,0
"90","J.36","J-265","JAM","early/mid","Caprifoliaceae",2,3,2024-11-07,0
"91","J.36","J-265","JAM","early/mid","Caryophyllaceae",5,4,2024-11-07,0
"92","J.36","J-265","JAM","early/mid","Ericaceae",3,0,2024-11-07,0
"93","J.36","J-265","JAM","early/mid","Iridaceae",3,0,2024-11-07,0
"94","J.36","J-265","JAM","early/mid","Myrtaceae",3,2,2024-11-07,0
"95","J.36","J-265","JAM","early/mid","Plantaginaceae",5,5,2024-11-07,0
"96","J.36","J-265","JAM","early/mid","Polygonaceae",1,0,2024-11-07,0
"97","J.36","J-265","JAM","early/mid","Primulaceae",2,2,2024-11-07,0
"98","J.36","J-265","JAM","early/mid","Ranunculaceae",5,5,2024-11-07,139
"99","J.36","J-265","JAM","early/mid","Rosaceae",4,3,2024-11-07,0
"100","J.36","J-265","JAM","early/mid","Solanaceae",1,1,2024-11-07,0
"101","J.36","J-265","JAM","early/mid","Argophyllaceae",3,2,2024-11-07,0
"102","J.36","J-265","JAM","early/mid","Gramineae",0,0,2024-11-07,0
"103","J.32","J-267","JAM","early/mid","Adoxaceae",3,3,2024-11-07,0
"104","J.32","J-267","JAM","early/mid","Amaryllidaceae",1,0,2024-11-07,0
"105","J.32","J-267","JAM","early/mid","Asteraceae",5,5,2024-11-07,5
"106","J.32","J-267","JAM","early/mid","Brassicaceae",5,5,2024-11-07,0
"107","J.32","J-267","JAM","early/mid","Caprifoliaceae",2,3,2024-11-07,0
"108","J.32","J-267","JAM","early/mid","Caryophyllaceae",5,4,2024-11-07,0
"109","J.32","J-267","JAM","early/mid","Ericaceae",3,0,2024-11-07,0
"110","J.32","J-267","JAM","early/mid","Iridaceae",3,0,2024-11-07,0
"111","J.32","J-267","JAM","early/mid","Myrtaceae",3,2,2024-11-07,0
"112","J.32","J-267","JAM","early/mid","Plantaginaceae",5,5,2024-11-07,0
"113","J.32","J-267","JAM","early/mid","Polygonaceae",1,0,2024-11-07,0
"114","J.32","J-267","JAM","early/mid","Primulaceae",2,2,2024-11-07,0
"115","J.32","J-267","JAM","early/mid","Ranunculaceae",5,5,2024-11-07,295
"116","J.32","J-267","JAM","early/mid","Rosaceae",4,3,2024-11-07,0
"117","J.32","J-267","JAM","early/mid","Solanaceae",1,1,2024-11-07,0
"118","J.32","J-267","JAM","early/mid","Argophyllaceae",3,2,2024-11-07,0
"119","J.32","J-267","JAM","early/mid","Gramineae",0,0,2024-11-07,0
"120","J.31","J-120","JAM","early/mid","Adoxaceae",3,3,2024-11-12,0
"121","J.31","J-120","JAM","early/mid","Amaryllidaceae",1,0,2024-11-12,0
"122","J.31","J-120","JAM","early/mid","Asteraceae",5,5,2024-11-12,104
"123","J.31","J-120","JAM","early/mid","Brassicaceae",5,5,2024-11-12,0
"124","J.31","J-120","JAM","early/mid","Caprifoliaceae",2,3,2024-11-12,0
"125","J.31","J-120","JAM","early/mid","Caryophyllaceae",5,4,2024-11-12,64
"126","J.31","J-120","JAM","early/mid","Ericaceae",3,0,2024-11-12,0
"127","J.31","J-120","JAM","early/mid","Iridaceae",3,0,2024-11-12,0
"128","J.31","J-120","JAM","early/mid","Myrtaceae",3,2,2024-11-12,0
"129","J.31","J-120","JAM","early/mid","Plantaginaceae",5,5,2024-11-12,0
"130","J.31","J-120","JAM","early/mid","Polygonaceae",1,0,2024-11-12,0
"131","J.31","J-120","JAM","early/mid","Primulaceae",2,2,2024-11-12,0
"132","J.31","J-120","JAM","early/mid","Ranunculaceae",5,5,2024-11-12,132
"133","J.31","J-120","JAM","early/mid","Rosaceae",4,3,2024-11-12,0
"134","J.31","J-120","JAM","early/mid","Solanaceae",1,1,2024-11-12,0
"135","J.31","J-120","JAM","early/mid","Argophyllaceae",3,2,2024-11-12,0
"136","J.31","J-120","JAM","early/mid","Gramineae",0,0,2024-11-12,0
"137","J.38","J-161","JAM","early/mid","Adoxaceae",3,3,2024-11-12,0
"138","J.38","J-161","JAM","early/mid","Amaryllidaceae",1,0,2024-11-12,0
"139","J.38","J-161","JAM","early/mid","Asteraceae",5,5,2024-11-12,0
"140","J.38","J-161","JAM","early/mid","Brassicaceae",5,5,2024-11-12,0
"141","J.38","J-161","JAM","early/mid","Caprifoliaceae",2,3,2024-11-12,0
"142","J.38","J-161","JAM","early/mid","Caryophyllaceae",5,4,2024-11-12,0
"143","J.38","J-161","JAM","early/mid","Ericaceae",3,0,2024-11-12,0
"144","J.38","J-161","JAM","early/mid","Iridaceae",3,0,2024-11-12,0
"145","J.38","J-161","JAM","early/mid","Myrtaceae",3,2,2024-11-12,0
"146","J.38","J-161","JAM","early/mid","Plantaginaceae",5,5,2024-11-12,80
"147","J.38","J-161","JAM","early/mid","Polygonaceae",1,0,2024-11-12,0
"148","J.38","J-161","JAM","early/mid","Primulaceae",2,2,2024-11-12,0
"149","J.38","J-161","JAM","early/mid","Ranunculaceae",5,5,2024-11-12,220
"150","J.38","J-161","JAM","early/mid","Rosaceae",4,3,2024-11-12,0
"151","J.38","J-161","JAM","early/mid","Solanaceae",1,1,2024-11-12,0
"152","J.38","J-161","JAM","early/mid","Argophyllaceae",3,2,2024-11-12,0
"153","J.38","J-161","JAM","early/mid","Gramineae",0,0,2024-11-12,0
"154","J.36","J-183","JAM","early/mid","Adoxaceae",3,3,2024-11-12,0
"155","J.36","J-183","JAM","early/mid","Amaryllidaceae",1,0,2024-11-12,0
"156","J.36","J-183","JAM","early/mid","Asteraceae",5,5,2024-11-12,241
"157","J.36","J-183","JAM","early/mid","Brassicaceae",5,5,2024-11-12,0
"158","J.36","J-183","JAM","early/mid","Caprifoliaceae",2,3,2024-11-12,0
"159","J.36","J-183","JAM","early/mid","Caryophyllaceae",5,4,2024-11-12,41
"160","J.36","J-183","JAM","early/mid","Ericaceae",3,0,2024-11-12,0
"161","J.36","J-183","JAM","early/mid","Iridaceae",3,0,2024-11-12,0
"162","J.36","J-183","JAM","early/mid","Myrtaceae",3,2,2024-11-12,0
"163","J.36","J-183","JAM","early/mid","Plantaginaceae",5,5,2024-11-12,0
"164","J.36","J-183","JAM","early/mid","Polygonaceae",1,0,2024-11-12,0
"165","J.36","J-183","JAM","early/mid","Primulaceae",2,2,2024-11-12,0
"166","J.36","J-183","JAM","early/mid","Ranunculaceae",5,5,2024-11-12,18
"167","J.36","J-183","JAM","early/mid","Rosaceae",4,3,2024-11-12,0
"168","J.36","J-183","JAM","early/mid","Solanaceae",1,1,2024-11-12,0
"169","J.36","J-183","JAM","early/mid","Argophyllaceae",3,2,2024-11-12,0
"170","J.36","J-183","JAM","early/mid","Gramineae",0,0,2024-11-12,0
"171","J.47","J-212","JAM","early/mid","Adoxaceae",3,3,2024-11-12,0
"172","J.47","J-212","JAM","early/mid","Amaryllidaceae",1,0,2024-11-12,0
"173","J.47","J-212","JAM","early/mid","Asteraceae",5,5,2024-11-12,0
"174","J.47","J-212","JAM","early/mid","Brassicaceae",5,5,2024-11-12,0
"175","J.47","J-212","JAM","early/mid","Caprifoliaceae",2,3,2024-11-12,0
"176","J.47","J-212","JAM","early/mid","Caryophyllaceae",5,4,2024-11-12,0
"177","J.47","J-212","JAM","early/mid","Ericaceae",3,0,2024-11-12,0
"178","J.47","J-212","JAM","early/mid","Iridaceae",3,0,2024-11-12,0
"179","J.47","J-212","JAM","early/mid","Myrtaceae",3,2,2024-11-12,0
"180","J.47","J-212","JAM","early/mid","Plantaginaceae",5,5,2024-11-12,0
"181","J.47","J-212","JAM","early/mid","Polygonaceae",1,0,2024-11-12,0
"182","J.47","J-212","JAM","early/mid","Primulaceae",2,2,2024-11-12,0
"183","J.47","J-212","JAM","early/mid","Ranunculaceae",5,5,2024-11-12,300
"184","J.47","J-212","JAM","early/mid","Rosaceae",4,3,2024-11-12,0
"185","J.47","J-212","JAM","early/mid","Solanaceae",1,1,2024-11-12,0
"186","J.47","J-212","JAM","early/mid","Argophyllaceae",3,2,2024-11-12,0
"187","J.47","J-212","JAM","early/mid","Gramineae",0,0,2024-11-12,0
"188","J.42","J-241","JAM","early/mid","Adoxaceae",3,3,2024-11-12,0
"189","J.42","J-241","JAM","early/mid","Amaryllidaceae",1,0,2024-11-12,0
"190","J.42","J-241","JAM","early/mid","Asteraceae",5,5,2024-11-12,68
"191","J.42","J-241","JAM","early/mid","Brassicaceae",5,5,2024-11-12,0
"192","J.42","J-241","JAM","early/mid","Caprifoliaceae",2,3,2024-11-12,0
"193","J.42","J-241","JAM","early/mid","Caryophyllaceae",5,4,2024-11-12,41
"194","J.42","J-241","JAM","early/mid","Ericaceae",3,0,2024-11-12,0
"195","J.42","J-241","JAM","early/mid","Iridaceae",3,0,2024-11-12,0
"196","J.42","J-241","JAM","early/mid","Myrtaceae",3,2,2024-11-12,0
"197","J.42","J-241","JAM","early/mid","Plantaginaceae",5,5,2024-11-12,0
"198","J.42","J-241","JAM","early/mid","Polygonaceae",1,0,2024-11-12,0
"199","J.42","J-241","JAM","early/mid","Primulaceae",2,2,2024-11-12,0
"200","J.42","J-241","JAM","early/mid","Ranunculaceae",5,5,2024-11-12,191
"201","J.42","J-241","JAM","early/mid","Rosaceae",4,3,2024-11-12,0
"202","J.42","J-241","JAM","early/mid","Solanaceae",1,1,2024-11-12,0
"203","J.42","J-241","JAM","early/mid","Argophyllaceae",3,2,2024-11-12,0
"204","J.42","J-241","JAM","early/mid","Gramineae",0,0,2024-11-12,0
"205","J.46","J-247","JAM","early/mid","Adoxaceae",3,3,2024-11-12,0
"206","J.46","J-247","JAM","early/mid","Amaryllidaceae",1,0,2024-11-12,0
"207","J.46","J-247","JAM","early/mid","Asteraceae",5,5,2024-11-12,208
"208","J.46","J-247","JAM","early/mid","Brassicaceae",5,5,2024-11-12,0
"209","J.46","J-247","JAM","early/mid","Caprifoliaceae",2,3,2024-11-12,0
"210","J.46","J-247","JAM","early/mid","Caryophyllaceae",5,4,2024-11-12,0
"211","J.46","J-247","JAM","early/mid","Ericaceae",3,0,2024-11-12,0
"212","J.46","J-247","JAM","early/mid","Iridaceae",3,0,2024-11-12,0
"213","J.46","J-247","JAM","early/mid","Myrtaceae",3,2,2024-11-12,0
"214","J.46","J-247","JAM","early/mid","Plantaginaceae",5,5,2024-11-12,0
"215","J.46","J-247","JAM","early/mid","Polygonaceae",1,0,2024-11-12,0
"216","J.46","J-247","JAM","early/mid","Primulaceae",2,2,2024-11-12,0
"217","J.46","J-247","JAM","early/mid","Ranunculaceae",5,5,2024-11-12,92
"218","J.46","J-247","JAM","early/mid","Rosaceae",4,3,2024-11-12,0
"219","J.46","J-247","JAM","early/mid","Solanaceae",1,1,2024-11-12,0
"220","J.46","J-247","JAM","early/mid","Argophyllaceae",3,2,2024-11-12,0
"221","J.46","J-247","JAM","early/mid","Gramineae",0,0,2024-11-12,0
"222","J.51","J-258","JAM","early/mid","Adoxaceae",3,3,2024-11-12,0
"223","J.51","J-258","JAM","early/mid","Amaryllidaceae",1,0,2024-11-12,0
"224","J.51","J-258","JAM","early/mid","Asteraceae",5,5,2024-11-12,49
"225","J.51","J-258","JAM","early/mid","Brassicaceae",5,5,2024-11-12,0
"226","J.51","J-258","JAM","early/mid","Caprifoliaceae",2,3,2024-11-12,0
"227","J.51","J-258","JAM","early/mid","Caryophyllaceae",5,4,2024-11-12,0
"228","J.51","J-258","JAM","early/mid","Ericaceae",3,0,2024-11-12,0
"229","J.51","J-258","JAM","early/mid","Iridaceae",3,0,2024-11-12,0
"230","J.51","J-258","JAM","early/mid","Myrtaceae",3,2,2024-11-12,0
"231","J.51","J-258","JAM","early/mid","Plantaginaceae",5,5,2024-11-12,251
"232","J.51","J-258","JAM","early/mid","Polygonaceae",1,0,2024-11-12,0
"233","J.51","J-258","JAM","early/mid","Primulaceae",2,2,2024-11-12,0
"234","J.51","J-258","JAM","early/mid","Ranunculaceae",5,5,2024-11-12,0
"235","J.51","J-258","JAM","early/mid","Rosaceae",4,3,2024-11-12,0
"236","J.51","J-258","JAM","early/mid","Solanaceae",1,1,2024-11-12,0
"237","J.51","J-258","JAM","early/mid","Argophyllaceae",3,2,2024-11-12,0
"238","J.51","J-258","JAM","early/mid","Gramineae",0,0,2024-11-12,0
"239","J.57","J-269","JAM","early/mid","Adoxaceae",3,3,2024-11-12,0
"240","J.57","J-269","JAM","early/mid","Amaryllidaceae",1,0,2024-11-12,0
"241","J.57","J-269","JAM","early/mid","Asteraceae",5,5,2024-11-12,6
"242","J.57","J-269","JAM","early/mid","Brassicaceae",5,5,2024-11-12,0
"243","J.57","J-269","JAM","early/mid","Caprifoliaceae",2,3,2024-11-12,0
"244","J.57","J-269","JAM","early/mid","Caryophyllaceae",5,4,2024-11-12,0
"245","J.57","J-269","JAM","early/mid","Ericaceae",3,0,2024-11-12,0
"246","J.57","J-269","JAM","early/mid","Iridaceae",3,0,2024-11-12,0
"247","J.57","J-269","JAM","early/mid","Myrtaceae",3,2,2024-11-12,0
"248","J.57","J-269","JAM","early/mid","Plantaginaceae",5,5,2024-11-12,0
"249","J.57","J-269","JAM","early/mid","Polygonaceae",1,0,2024-11-12,0
"250","J.57","J-269","JAM","early/mid","Primulaceae",2,2,2024-11-12,0
"251","J.57","J-269","JAM","early/mid","Ranunculaceae",5,5,2024-11-12,294
"252","J.57","J-269","JAM","early/mid","Rosaceae",4,3,2024-11-12,0
"253","J.57","J-269","JAM","early/mid","Solanaceae",1,1,2024-11-12,0
"254","J.57","J-269","JAM","early/mid","Argophyllaceae",3,2,2024-11-12,0
"255","J.57","J-269","JAM","early/mid","Gramineae",0,0,2024-11-12,0
"256","J.9","J-205","JAM","early/mid","Adoxaceae",3,3,2024-11-14,0
"257","J.9","J-205","JAM","early/mid","Amaryllidaceae",1,0,2024-11-14,0
"258","J.9","J-205","JAM","early/mid","Asteraceae",5,5,2024-11-14,0
"259","J.9","J-205","JAM","early/mid","Brassicaceae",5,5,2024-11-14,0
"260","J.9","J-205","JAM","early/mid","Caprifoliaceae",2,3,2024-11-14,0
"261","J.9","J-205","JAM","early/mid","Caryophyllaceae",5,4,2024-11-14,0
"262","J.9","J-205","JAM","early/mid","Ericaceae",3,0,2024-11-14,0
"263","J.9","J-205","JAM","early/mid","Iridaceae",3,0,2024-11-14,0
"264","J.9","J-205","JAM","early/mid","Myrtaceae",3,2,2024-11-14,0
"265","J.9","J-205","JAM","early/mid","Plantaginaceae",5,5,2024-11-14,0
"266","J.9","J-205","JAM","early/mid","Polygonaceae",1,0,2024-11-14,0
"267","J.9","J-205","JAM","early/mid","Primulaceae",2,2,2024-11-14,0
"268","J.9","J-205","JAM","early/mid","Ranunculaceae",5,5,2024-11-14,300
"269","J.9","J-205","JAM","early/mid","Rosaceae",4,3,2024-11-14,0
"270","J.9","J-205","JAM","early/mid","Solanaceae",1,1,2024-11-14,0
"271","J.9","J-205","JAM","early/mid","Argophyllaceae",3,2,2024-11-14,0
"272","J.9","J-205","JAM","early/mid","Gramineae",0,0,2024-11-14,0
"273","J.21","J-116","JAM","early/mid","Adoxaceae",3,3,2024-11-18,0
"274","J.21","J-116","JAM","early/mid","Amaryllidaceae",1,0,2024-11-18,0
"275","J.21","J-116","JAM","early/mid","Asteraceae",5,5,2024-11-18,138
"276","J.21","J-116","JAM","early/mid","Brassicaceae",5,5,2024-11-18,0
"277","J.21","J-116","JAM","early/mid","Caprifoliaceae",2,3,2024-11-18,0
"278","J.21","J-116","JAM","early/mid","Caryophyllaceae",5,4,2024-11-18,0
"279","J.21","J-116","JAM","early/mid","Ericaceae",3,0,2024-11-18,0
"280","J.21","J-116","JAM","early/mid","Iridaceae",3,0,2024-11-18,0
"281","J.21","J-116","JAM","early/mid","Myrtaceae",3,2,2024-11-18,0
"282","J.21","J-116","JAM","early/mid","Plantaginaceae",5,5,2024-11-18,0
"283","J.21","J-116","JAM","early/mid","Polygonaceae",1,0,2024-11-18,0
"284","J.21","J-116","JAM","early/mid","Primulaceae",2,2,2024-11-18,0
"285","J.21","J-116","JAM","early/mid","Ranunculaceae",5,5,2024-11-18,91
"286","J.21","J-116","JAM","early/mid","Rosaceae",4,3,2024-11-18,0
"287","J.21","J-116","JAM","early/mid","Solanaceae",1,1,2024-11-18,0
"288","J.21","J-116","JAM","early/mid","Argophyllaceae",3,2,2024-11-18,0
"289","J.21","J-116","JAM","early/mid","Gramineae",0,0,2024-11-18,0
"290","J.43","J-128","JAM","early/mid","Adoxaceae",3,3,2024-11-18,0
"291","J.43","J-128","JAM","early/mid","Amaryllidaceae",1,0,2024-11-18,0
"292","J.43","J-128","JAM","early/mid","Asteraceae",5,5,2024-11-18,90
"293","J.43","J-128","JAM","early/mid","Brassicaceae",5,5,2024-11-18,0
"294","J.43","J-128","JAM","early/mid","Caprifoliaceae",2,3,2024-11-18,0
"295","J.43","J-128","JAM","early/mid","Caryophyllaceae",5,4,2024-11-18,0
"296","J.43","J-128","JAM","early/mid","Ericaceae",3,0,2024-11-18,0
"297","J.43","J-128","JAM","early/mid","Iridaceae",3,0,2024-11-18,0
"298","J.43","J-128","JAM","early/mid","Myrtaceae",3,2,2024-11-18,0
"299","J.43","J-128","JAM","early/mid","Plantaginaceae",5,5,2024-11-18,95
"300","J.43","J-128","JAM","early/mid","Polygonaceae",1,0,2024-11-18,0
"301","J.43","J-128","JAM","early/mid","Primulaceae",2,2,2024-11-18,0
"302","J.43","J-128","JAM","early/mid","Ranunculaceae",5,5,2024-11-18,115
"303","J.43","J-128","JAM","early/mid","Rosaceae",4,3,2024-11-18,0
"304","J.43","J-128","JAM","early/mid","Solanaceae",1,1,2024-11-18,0
"305","J.43","J-128","JAM","early/mid","Argophyllaceae",3,2,2024-11-18,0
"306","J.43","J-128","JAM","early/mid","Gramineae",0,0,2024-11-18,0
"307","J.13","J-149","JAM","early/mid","Adoxaceae",3,3,2024-11-18,0
"308","J.13","J-149","JAM","early/mid","Amaryllidaceae",1,0,2024-11-18,0
"309","J.13","J-149","JAM","early/mid","Asteraceae",5,5,2024-11-18,19
"310","J.13","J-149","JAM","early/mid","Brassicaceae",5,5,2024-11-18,0
"311","J.13","J-149","JAM","early/mid","Caprifoliaceae",2,3,2024-11-18,0
"312","J.13","J-149","JAM","early/mid","Caryophyllaceae",5,4,2024-11-18,0
"313","J.13","J-149","JAM","early/mid","Ericaceae",3,0,2024-11-18,0
"314","J.13","J-149","JAM","early/mid","Iridaceae",3,0,2024-11-18,0
"315","J.13","J-149","JAM","early/mid","Myrtaceae",3,2,2024-11-18,0
"316","J.13","J-149","JAM","early/mid","Plantaginaceae",5,5,2024-11-18,0
"317","J.13","J-149","JAM","early/mid","Polygonaceae",1,0,2024-11-18,0
"318","J.13","J-149","JAM","early/mid","Primulaceae",2,2,2024-11-18,0
"319","J.13","J-149","JAM","early/mid","Ranunculaceae",5,5,2024-11-18,281
"320","J.13","J-149","JAM","early/mid","Rosaceae",4,3,2024-11-18,0
"321","J.13","J-149","JAM","early/mid","Solanaceae",1,1,2024-11-18,0
"322","J.13","J-149","JAM","early/mid","Argophyllaceae",3,2,2024-11-18,0
"323","J.13","J-149","JAM","early/mid","Gramineae",0,0,2024-11-18,0
"324","J.45","J-156","JAM","early/mid","Adoxaceae",3,3,2024-11-18,0
"325","J.45","J-156","JAM","early/mid","Amaryllidaceae",1,0,2024-11-18,300
"326","J.45","J-156","JAM","early/mid","Asteraceae",5,5,2024-11-18,0
"327","J.45","J-156","JAM","early/mid","Brassicaceae",5,5,2024-11-18,0
"328","J.45","J-156","JAM","early/mid","Caprifoliaceae",2,3,2024-11-18,0
"329","J.45","J-156","JAM","early/mid","Caryophyllaceae",5,4,2024-11-18,0
"330","J.45","J-156","JAM","early/mid","Ericaceae",3,0,2024-11-18,0
"331","J.45","J-156","JAM","early/mid","Iridaceae",3,0,2024-11-18,0
"332","J.45","J-156","JAM","early/mid","Myrtaceae",3,2,2024-11-18,0
"333","J.45","J-156","JAM","early/mid","Plantaginaceae",5,5,2024-11-18,0
"334","J.45","J-156","JAM","early/mid","Polygonaceae",1,0,2024-11-18,0
"335","J.45","J-156","JAM","early/mid","Primulaceae",2,2,2024-11-18,0
"336","J.45","J-156","JAM","early/mid","Ranunculaceae",5,5,2024-11-18,0
"337","J.45","J-156","JAM","early/mid","Rosaceae",4,3,2024-11-18,0
"338","J.45","J-156","JAM","early/mid","Solanaceae",1,1,2024-11-18,0
